HDR,HALF HOURLY OUTTURN GENERATION BY FUEL TYPE DATA
FUELHH,20200501,1,5697,0,0,5791,5722,10,182,0,151,1370,106,692,0,1448,688,0,0,0
FUELHH,20200501,2,5325,0,0,5790,5616,0,181,0,152,1368,0,692,0,1461,688,0,0,0
FUELHH,20200501,3,5371,0,0,5787,5455,56,181,0,169,1368,0,690,0,1444,688,0,0,0
FUELHH,20200501,4,5391,0,0,5785,5656,0,181,0,146,1368,0,692,0,1446,688,0,0,0
FUELHH,20200501,5,5239,0,0,5786,5628,0,165,0,154,1368,0,690,0,1446,688,0,0,0
FUELHH,20200501,6,5111,0,0,5785,5591,0,165,0,156,1368,0,690,0,1446,688,0,0,0
FUELHH,20200501,7,4974,0,0,5787,5629,0,165,0,146,1368,0,690,0,1539,688,0,0,0
FUELHH,20200501,8,4915,0,0,5788,5463,0,166,0,146,1368,0,690,0,1678,688,0,0,0
FUELHH,20200501,9,4822,0,0,5792,5423,0,165,0,146,1368,0,690,0,1742,688,0,0,0
FUELHH,20200501,10,4823,0,0,5790,5553,0,168,0,146,1368,0,690,0,1563,688,0,0,0
FUELHH,20200501,11,4666,0,0,5787,5581,0,220,0,159,1368,0,690,0,1453,688,0,0,0
FUELHH,20200501,12,4683,0,0,5789,5400,0,227,0,145,1368,90,690,0,1530,688,0,0,0
FUELHH,20200501,13,5209,0,0,5787,5451,0,262,0,145,1368,246,690,72,1768,688,0,0,0
FUELHH,20200501,14,5841,0,0,5788,5510,26,269,0,147,1368,274,688,170,1844,688,0,0,0
FUELHH,20200501,15,6595,0,0,5788,5399,78,319,0,153,1602,126,802,42,2314,804,0,0,0
FUELHH,20200501,16,7429,0,0,5787,5425,0,347,0,157,1606,46,804,0,2429,804,0,0,0
FUELHH,20200501,17,7880,0,0,5788,5306,12,381,0,157,1704,0,852,0,2436,854,0,0,0
FUELHH,20200501,18,7725,0,0,5786,5069,618,386,0,182,1706,0,852,0,2438,854,0,0,0
FUELHH,20200501,19,7973,0,0,5786,4699,556,377,0,177,1704,58,854,0,2438,854,0,0,0
FUELHH,20200501,20,8097,0,0,5790,4546,588,457,0,173,1706,0,854,0,2437,856,0,0,0
FUELHH,20200501,21,8021,0,0,5786,4354,588,436,0,149,1706,0,854,0,2439,854,0,0,0
FUELHH,20200501,22,8096,0,0,5787,4130,774,418,0,157,1706,0,854,0,2440,854,0,0,0
FUELHH,20200501,23,8550,0,0,5788,3882,606,458,0,295,1706,40,476,0,2441,854,0,0,0
FUELHH,20200501,24,8410,0,0,5788,3933,640,431,0,222,1706,184,468,0,2438,854,0,0,0
FUELHH,20200501,25,8733,0,0,5789,3983,866,351,0,170,1706,206,468,0,2437,854,0,0,0
FUELHH,20200501,26,8689,0,0,5789,3973,890,345,0,148,1706,250,472,10,2431,854,0,0,0
FUELHH,20200501,27,8355,0,0,5793,4051,592,261,0,146,1706,104,844,0,2417,854,0,0,0
FUELHH,20200501,28,7517,0,0,5794,4398,588,253,0,146,1706,54,828,0,2425,854,0,0,0
